Code_Function	Message
"fun generateReqsFromCancelledPOItems( dctx: DispatchContext, context: Map<String?, Any?> ): Map<String?, Any?>? { val delegator: Delegator = dctx.getDelegator() val dispatcher: LocalDispatcher = dctx.getDispatcher() val userLogin: GenericValue? = context[""userLogin""] as GenericValue? val locale: Locale? = context[""locale""] as Locale? val orderId = context[""orderId""] as String? val facilityId = context[""facilityId""] as String? try { val orderHeader: GenericValue = EntityQuery.use(delegator).from(""OrderHeader"").where(""orderId"", orderId).queryOne() if (UtilValidate.isEmpty(orderHeader)) { val errorMessage: String = UtilProperties.getMessage( resource_error, ""OrderErrorOrderIdNotFound"", UtilMisc.toMap(""orderId"", orderId), Locale ) Debug.logError(errorMessage, module) return ServiceUtil.returnError(errorMessage) } if (""PURCHASE_ORDER"" != orderHeader.getString(""orderTypeId"")) { val errorMessage: String = UtilProperties.getMessage( resource_error, ""ProductErrorOrderNotPurchaseOrder"", UtilMisc.toMap(""orderId"", orderId), Locale ) Debug.logError(errorMessage, module) return ServiceUtil.returnError(errorMessage) } val productRequirementQuantities: MutableMap<String, Any> = HashMap() val orderItems: List<GenericValue> = orderHeader.getRelated(""OrderItem"", null, null, false) for (orderItem in orderItems) { if (""PRODUCT_ORDER_ITEM"" != orderItem.getString(""orderItemTypeId"")) continue var orderItemCancelQuantity: BigDecimal = BigDecimal.ZERO if (!UtilValidate.isEmpty(orderItem.get(""cancelQuantity""))) {orderItemCancelQuantity = orderItem.getBigDecimal(""cancelQuantity"")} if (orderItemCancelQuantity.compareTo(BigDecimal.ZERO) <= 0) continue val productId: String = orderItem.getString(""productId"") if (productRequirementQuantities.containsKey(productId)) { orderItemCancelQuantity = orderItemCancelQuantity.add(productRequirementQuantities[productId] as BigDecimal?) } productRequirementQuantities[productId] = orderItemCancelQuantity } for (productId in productRequirementQuantities.keys) { val requiredQuantity: BigDecimal? = productRequirementQuantities[productId] as BigDecimal? val createRequirementResult: Map<String?, Any?> = dispatcher.runSync( ""createRequirement"", UtilMisc.< String, Object > toMap<String, Any>( ""requirementTypeId"", ""PRODUCT_REQUIREMENT"", ""facilityId"", facilityId, ""productId"", productId, ""quantity"", requiredQuantity, ""userLogin"", userLogin ) ) if (ServiceUtil.isError(createRequirementResult)) return createRequirementResult } } catch (e: GenericEntityException) { Debug.logError(e, module) return ServiceUtil.returnError(e.getMessage()) } catch (se: GenericServiceException) { Debug.logError(se, module) return ServiceUtil.returnError(se.getMessage()) } return ServiceUtil.returnSuccess() }"	Generates a product requirement for the total cancelled quantity over all order items for each product
"@Throws(IOException::class, ClassNotFoundException::class) private fun readObject(s: ObjectInputStream) { s.defaultReadObject() if (bayesIm == null) { throw NullPointerException() } if (variables == null) { throw NullPointerException() } }"	"Adds semantic checks to the default deserialization method . This method must have the standard signature for a readObject method , and the body of the method must begin with `` s.defaultReadObject ( ) ; '' . Other than that , any semantic checks can be specified and do not need to stay the same from version to version . A readObject method of this form may be added to any class , even if Tetrad sessions were previously saved out using a version of the class that did n't include it . ( That 's what the `` s.defaultReadObject ( ) ; '' is for . See J. Bloch , Effective Java , for help ."
operator fun contains(protocolVersion: ProtocolVersion): Boolean { return if (protocolVersion === ProtocolVersion.SSL20Hello) { false } else protocols.contains(protocolVersion) }	"Return whether this list contains the specified protocol version . SSLv2Hello is not a real protocol version we support , we always return false for it ."
protected fun eStaticClass(): EClass? { return DatatypePackage.Literals.OBJECT_PROPERTY_TYPE }	< ! -- begin-user-doc -- > < ! -- end-user-doc -- >
"@DSGenerator( tool_name = ""Doppelganger"", tool_version = ""2.0"", generated_on = ""2013-12-30 12:34:35.806 -0500"", hash_original_method = ""E14DF72F5869874CC38AD67447F5264E"", hash_generated_method = ""127365361841BB38033FE96228DFD635"" ) fun typesIterator(): Iterator<String>? { return if (mDataTypes != null) mDataTypes.iterator() else null }"	Return an iterator over the filter 's data types .
fun registerGUI(gui: ConfigGUI) { gui = gui }	Sets the reference of the GUI .
fun IntersectionMatrix(other: IntersectionMatrix) { this() matrix.get(Location.INTERIOR).get(Location.INTERIOR) = other.matrix.get(Location.INTERIOR).get(Location.INTERIOR) matrix.get(Location.INTERIOR).get(Location.BOUNDARY) = other.matrix.get(Location.INTERIOR).get(Location.BOUNDARY) matrix.get(Location.INTERIOR).get(Location.EXTERIOR) = other.matrix.get(Location.INTERIOR).get(Location.EXTERIOR) matrix.get(Location.BOUNDARY).get(Location.INTERIOR) = other.matrix.get(Location.BOUNDARY).get(Location.INTERIOR) matrix.get(Location.BOUNDARY).get(Location.BOUNDARY) = other.matrix.get(Location.BOUNDARY).get(Location.BOUNDARY) matrix.get(Location.BOUNDARY).get(Location.EXTERIOR) = other.matrix.get(Location.BOUNDARY).get(Location.EXTERIOR) matrix.get(Location.EXTERIOR).get(Location.INTERIOR) = other.matrix.get(Location.EXTERIOR).get(Location.INTERIOR) matrix.get(Location.EXTERIOR).get(Location.BOUNDARY) other.matrix.get(Location.EXTERIOR).get(Location.BOUNDARY) matrix.get(Location.EXTERIOR).get(Location.EXTERIOR) = other.matrix.get(Location.EXTERIOR).get(Location.EXTERIOR) }	Creates an < code > IntersectionMatrix < /code > with the same elements as < code > other < /code > .
"fun readUnsignedInt(): Long { val result: Long = shiftIntoLong(data, position, 4) position += 4 return result }"	Reads the next four bytes as an unsigned value .
"fun emit(out: SpannableStringBuilder?, root: Block) { root.removeSurroundingEmptyLines() when (root.type) { NONE -> {} javax.accessibility.AccessibleRole.PARAGRAPH -> this.config.decorator.openParagraph(out) javax.swing.text.html.HTML.Tag.BLOCKQUOTE -> this.config.decorator.openBlockquote(out) UNORDERED_LIST -> this.config.decorator.openUnorderedList(out) ORDERED_LIST -> this.config.decorator.openOrderedList(out) UNORDERED_LIST_ITEM -> this.config.decorator.openUnOrderedListItem(out) ORDERED_LIST_ITEM -> this.config.decorator.openOrderedListItem(out) } if (root.hasLines()) { this.emitLines(out, root) } else { var block: Block = root.blocks while (block != null) { emit(out, block) block = block.next } } when (root.type) { NONE -> {} javax.accessibility.AccessibleRole.PARAGRAPH -> this.config.decorator.closeParagraph(out) javax.swing.text.html.HTML.Tag.BLOCKQUOTE -> this.config.decorator.closeBlockquote(out) UNORDERED_LIST -> this.config.decorator.closeUnorderedList(out) ORDERED_LIST -> this.config.decorator.closeOrderedList(out) UNORDERED_LIST_ITEM -> this.config.decorator.closeUnOrderedListItem(out) ORDERED_LIST_ITEM -> this.config.decorator.closeOrderedListItem(out) } }"	Transforms the given block recursively into HTML .
fun isInternable(): Boolean { return classAnnotations != null && fieldAnnotations == null && methodAnnotations == null && parameterAnnotations == null }	"Returns whether this item is a candidate for interning . The only interning candidates are ones that < i > only < /i > have a non-null set of class annotations , with no other lists ."
"@Throws(javax.print.URIException::class) fun URI( scheme: String?, userinfo: String?, host: String?, port: Int, path: String?, query: String?, fragment: String? ) { this( scheme, if (host == null) null else (if (userinfo != null) ""$userinfo@"" else """") + host + if (port != -1) "":$port"" else """", path, query, fragment ) }"	Construct a general URI from the given components .
fun addUser(user: User?) { users.addElement(user) }	Add a user
@Throws(SignatureException::class) protected fun engineUpdate(b: Byte) { msgDigest.update(b) }	Updates data to sign or to verify .
"@Throws(IOException::class) fun RqMtFake(req: Request?, vararg dispositions: Request?) { this.fake = RqMtBase(FakeMultipartRequest(req, dispositions)) }"	Fake ctor .
"fun randomVideo(): Video? { val id: String = UUID.randomUUID().toString() val title = ""Video-$id"" val url = http://coursera.org/some/video-$id val duration = (60 * Math.rint(Math.random() * 60).toInt() * 1000).toLong() return Video(title, url, duration) }"	"Construct and return a Video object with a rnadom name , url , and duration ."
"fun addHeader(header: String?, value: String?) { clientHeaderMap.put(header, value) }"	Sets headers that will be added to all requests this client makes ( before sending ) .
fun addPostalAddress(postalAddress: PostalAddress?) { getPostalAddresses().add(postalAddress) }	Adds a new contact postal address .
fun newCaughtExceptionRef(): CaughtExceptionRef? { return JCaughtExceptionRef() }	Constructs a CaughtExceptionRef ( ) grammar chunk .
fun actionPerformed(e: java.awt.event.ActionEvent) { if (e.getSource() is PerformanceIndicator) { val pi: PerformanceIndicator = e.getSource() as PerformanceIndicator log.info(pi.getName()) val goal: MGoal = pi.getGoal() if (goal.getMeasure() != null) PerformanceDetail(goal) } }	Action Listener for Drill Down
fun childIterator(dirtyNodesOnly: Boolean): Iterator<com.sun.tools.javac.util.GraphUtils.AbstractNode?>? { return if (dirtyNodesOnly) { DirtyChildIterator(this) } else { com.sun.org.apache.xpath.internal.axes.ChildIterator(this) } }	Iterator visits the direct child nodes in the external key ordering .
fun maxIndex(doubles: DoubleArray): Int { var maximum = 0.0 var maxIndex = 0 for (i in doubles.indices) { if (i == 0 || doubles[i] > maximum) { maxIndex = I maximum = doubles[i] } } return maxIndex }	Returns index of maximum element in a given array of doubles . First maximum is returned .
"private fun crawlSingleIndexableResource(indexableFragment: IndexableFragment): List<PreferenceIndex>? { val indexablePreferences: MutableList<PreferenceIndex> = ArrayList() val parser: XmlPullParser = mContext.getResources().getXml(indexableFragment.xmlRes) var type: Int try { while (parser.next().also { type = it } != XmlPullParser.END_DOCUMENT && type != XmlPullParser.START_TAG) { } var nodeName = parser.name if (!NODE_NAME_PREFERENCE_SCREEN.equals(nodeName)) { throw RuntimeException(""XML document must start with <PreferenceScreen> tag; found"" + nodeName + "" at "" + parser.positionDescription) } val outerDepth = parser.depth val attrs: AttributeSet = Xml.asAttributeSet(parser) while (parser.next().also { type = it } != XmlPullParser.END_DOCUMENT && (type != XmlPullParser.END_TAG || parser.depth > outerDepth)) { if (type == XmlPullParser.END_TAG || type == XmlPullParser.TEXT) { continue } nodeName = parser.name val key: String = PreferenceXmlUtil.getDataKey(mContext, attrs) val title: String = PreferenceXmlUtil.getDataTitle(mContext, attrs) if (NODE_NAME_PREFERENCE_CATEGORY.equals(nodeName) || TextUtils.isEmpty(key) || TextUtils.isEmpty( title ) ) { Continue } val indexablePreference = PreferenceIndex(key, title, indexableFragment.fragmentName) indexablePreferences.add(indexablePreference) } } catch (ex: XmlPullParserException) { Log.e(TAG, ""Error in parsing a preference xml file, skip it"", ex)"	Skim through the xml preference file .
"private fun crawlSingleIndexableResource(indexableFragment: IndexableFragment): List<PreferenceIndex>? { val indexablePreferences: MutableList<PreferenceIndex> = ArrayList() val parser: XmlPullParser = mContext.getResources().getXml(indexableFragment.xmlRes) var type: Int try { while (parser.next().also { type = it } != XmlPullParser.END_DOCUMENT && type != XmlPullParser.START_TAG) { } var nodeName = parser.name if (!NODE_NAME_PREFERENCE_SCREEN.equals(nodeName)) { throw RuntimeException(""XML document must start with <PreferenceScreen> tag; found"" + nodeName + "" at "" + parser.positionDescription) } val outerDepth = parser.depth val attrs: AttributeSet = Xml.asAttributeSet(parser) while (parser.next().also { type = it } != XmlPullParser.END_DOCUMENT && (type != XmlPullParser.END_TAG || parser.depth > outerDepth)) { if (type == XmlPullParser.END_TAG || type == XmlPullParser.TEXT) { continue } nodeName = parser.name val key: String = PreferenceXmlUtil.getDataKey(mContext, attrs) val title: String = PreferenceXmlUtil.getDataTitle(mContext, attrs) if (NODE_NAME_PREFERENCE_CATEGORY.equals(nodeName) || TextUtils.isEmpty(key) || TextUtils.isEmpty( title ) ) { Continue } val indexablePreference = PreferenceIndex(key, title, indexableFragment.fragmentName) indexablePreferences.add(indexablePreference) } } catch (ex: XmlPullParserException) { Log.e(TAG, ""Error in parsing a preference xml file, skip it"", ex)
        } catch (ex: IOException) { Log.e(TAG, ""Error in parsing a preference xml file, skip it"", ex) } catch (ex: ReflectiveOperationException) { Log.e(TAG, ""Error in parsing a preference xml file, skip it"", ex) } return indexablePreferences }"	Generate an explicit null check ( compare to zero ) .
fun Location(provider: String) { mProvider = provider }	"Construct a new Location with a named provider . < p > By default time , latitude and longitude are 0 , and the location has no bearing , altitude , speed , accuracy or extras ."
fun NodesInfoRequest(vararg nodesIds: String?) { super(nodesIds) }	"Get information from nodes based on the nodes ids specified . If none are passed , information for all nodes will be returned ."
fun norm(a: DoubleArray): Double { var squaredSum = 0.0 for (i in a.indices) { squaredSum += a[i] * a[i] } return Math.sqrt(squaredSum) }	Computes 2-norm of vector
"private fun toDoubleAray(intArray: Array<Int>, skipIndex: HashSet<Int>): DoubleArray? { val res = DoubleArray(intArray.size - skipIndex.size()) var skip = 0 for (i in intArray.indices) { if (skipIndex.contains(i)) { skip++ continue } res[i - skip] = intArray[i].toDouble() } return res }"	Converts an array into array of doubles skipping specified indeces .
"private fun updateProgress(progressLabel: String, progress: Int) { if (myHost != null && (progress != previousProgress || progressLabel != previousProgressLabel)) { myHost.updateProgress(progressLabel, progress) } previousProgress = progress previousProgressLabel = progressLabel }"	Used to communicate a progress update between a plugin tool and the main Whitebox user interface .
